material,id,finish,process_primary,source_type,zoho_id,image_name,part_family,supplier_name
Steel / Alloy,part_5148382000135758002_075a8f3e,As-Machined,CNC Milling,HISTORICAL_PROJECT,5148382000135758002,consumer-electonic-part-123.webp,TURNED,Vexma Technologies
