finish,process_primary,supplier_name,zoho_id,image_name,material,id,part_family,source_type
As-Machined,CNC Milling,Vexma Technologies,5148382000135758002,consumer-electonic-part-123.webp,Steel / Alloy,part_5148382000135758002_075a8f3e,TURNED,HISTORICAL_PROJECT
